SpeciesBROAD	GroupName	LitterSz	Body_mass	Brain_mass	Colour_vision	Social_organization	Coenspecific_violence	Paternal_care	Female_Ranging_patterns	Infanticide	Mating_system	Gestation_length	Weaning_age	Weaning_prop	Seasonal_breeders	BodyMass_kg	BodyMassMale_kg	BodyMassFemale_kg	DielActivity	TrophicGuild	Locomotion	IUCN_ER	IUCN_Pop_Trend	Habitat	BrainSizeSpeciesMean	BrainSizeFemaleMean	Body.MassMaleMean	BodyMassFemaleMean	MassDimorphism	MeanGroupSize	AdultMales	AdultFemale	AdultSexRatio	InterbirthInterval_days	Gestation	WeaningAge_d	MaxLongevity_m	GR_MidRangeLat_dd	Precip_Mean_mm	Temp_Mean_degC	AET_Mean_mm	PET_Mean_mm	HomeRange_km2	DayLength_km	Territoriality	Fruit	Leaves	Fauna	CanineDimorphism	Feed	Move	Rest	Social	Mating.System	SocialSystem	NatalDispersal	StableGroups	Body.mass..g.	Endocranial.volume..cm3.	Neonatal.mass..g.	Offspring.per.litter	Interbirth.interval..days.	Gestation..days.	Lactation..days.	Age.of.female.at.first.reproduction..y.	Maximum.lifespan..y.	Maximum.possible.reproductive.success.under.optimal.conditions..rmax.	SocialMatingSystem	Monopolization	FemalesPerMaleInBreedingGroup	MalesPerBreedingGroup	SocialGroupSize	MaleBodyMass.SexSzeDimorphismDataset..in.g	FemaleBodyMass.SexSizeDimorphismDataset..in.g	SexualSizeDimorphism	MaleCanineHeight.in.mm	FemaleCanineHeight.in.mm	SexualCanineDimorphism	MaleBodyMass.CanineDataset..in.g	CombinedTestesMass.in.g	MaleBodyMass.TestesDataset..in.g	meanMaleBodyMass.in.g	HeadFlesh	HeadSkin	HeadHair	BodyFlesh	BodySkin	BodyHair	BodyPelageDichrom	GenitalFlesh	GenitalSkin	GenitalHair	SexualOrnamentDimorphism..ExcludingDichromatism.	SexualOrnamentDimorphism	TotalOrnamentDimorphism	BasalMetabolicRate_ml_O2.h	RestingMetabolicRate_kcal.day	R_Ratio_MtoF_DLCBirths	R_Mean_LitterSize	R_MostCommon_LitterSize	R_Freq_MostCommon_LitterSize	R_Min_LitterSize	R_Max_LitterSize	R_Expected_Gestation_d	R_Pattern_Breeding	R_Peak_Breeding_Month	R_Peak_Birth_Month	R_Min_Dam_AgeAtConcep_y	R_Min_Sire_AgeAtConcep_y	R_Max_Dam_AgeAtConcep_y	R_Max_Sire_AgeAtConcep_y	M_Mean_All_AdultWeight_g	M_Min_All_AdultWeight_g	M_Max_All_AdultWeight_g	M_Mean_M_AdultWeight_g	M_Min_M_AdultWeight_g	M_Max_M_AdultWeight_g	M_Mean_F_AdultWeight_g	M_Min_F_AdultWeight_g	M_Max_F_AdultWeight_g	M_Mean_All_NeonateWeight_g	M_Min_All_NeonateWeight_g	M_Max_All_NeonateWeight_g	M_Mean_M_NeonateWeight_g	M_Min_M_NeonateWeight_g	M_Max_M_NeonateWeight_g	M_Mean_All_YngAdultWeight_g	M_Min_All_YngAdultWeight_g	M_Max_All_YngAdultWeight_g	M_Mean_M_YngAdultWeight_g	M_Min_M_YngAdultWeight_g	M_Max_M_YngAdultWeight_g	M_Mean_F_YngAdultWeight_g	M_Min_F_YngAdultWeight_g	M_Max_F_YngAdultWeight_g	L_Max_All_Age_y	L_Max_M_Age_y	L_Max_F_Age_y	L_Median_All_Longevity_gt30d_y	L_Median_M_Longevity_gt30d_y	L_Median_F_Longevity_gt30d_y	L_Pct_All_InfMort_lt30d	L_Pct_M_InfMort_lt30d	L_Pct_F_InfMort_lt30d	L_Pct_ND_InfMort_lt30d	Dorsal.Luminance	Ventral.Luminance	Actual.evapotranspiraton..mm.	Positional.behaviour	BodyMassForOrganMass_g	FatFreeBodyMass_g	BrainMass_g	Heart_Mass_g	LungsMass_g	KidneysMass_g	LiverMass_g	DigestiveTractMass_g	StomachMass_g	IntestineMass_g	SpleenMass_g	VisceralOrganMass_g	AdiposeDepots_g	SemicircularCanalRadiusOfCurvatureMean_mm	AxialEyeDiameter_mm	VisualAcuity_cycles.deg	AgilityScore	BV	Medulla	Cerebellum	Mesencephalon	Diencephalon	Telencephalon	MOB	AOB	Piriform.Lobe	Septum	Striatum	Striatum..incl..NAcc.	Schizocortex	Hippocampus	Neocortex..GM.WM.	Neocortex..GM.	Epithalamus	Thalamus	Hypothalamus	Subthalamus	Pallidum	Subthalamic.Nucleus	Optic.Tract	V1..GM.	LGN	Paleocortex	Amygdala	Vmo	VII	XII	Granular.Insula	Dysgranular.Insula	Agranular.Insula	Insula..GM.	Albumin	Albumin.Globulin.Ratio	Albumin.protein.Ratio	Alkaline.Phosphatase	Amylase	Basophils..	Basophils.Abs	Bilirubin.Total	Blood.Urea.Nitrogen	Body.Weight	Bun.Creat.Ratio	Calcium	Chloride	Cholesterol	CPK	Creatinine	Eosinophils..	Eosinophils.Abs	GGT	Globulin	Glucose	Hematocrit	Hemoglobin	Lactic.Dehydrogenase	Lipase	Lymphocytes..	Lymphocytes.Abs	Magnesium	Mean.Corpuscular.Hemoglobin	Mean.Corpuscular.Volume	Mean.Corpusuclar.Hemoglobin.C	Monocytes..	Monocytes.Abs	Neutrophil.Band..	Neutrophil.Band.Abs	Neutrophil.Seg..	Neutrophil.Seg.Abs	Phosphorus	Platelets	Potassium	Red.Blood.Cells	Ser.Glut.Oxaloacetic.Transamin.	Ser.Glut.Pyruvic.Transaminase	Sodium	Total.Protein	Triglycerides	Uric.Acid	White.Blood.Cells	Total.T4	Carbon.Dioxide	Bicarbonate	Bilirubin.Direct	Diastolic.Blood.Pressure	Glycosylated.Hemoglobin	High.Density.Lipoprotein	Iron	Low.Density.Lipoprotein	Rectal.Body.Temperature	Systolic.Blood.Pressure	Fibrinogen	Total.Solids	Axillary.Body.Temperature	Bone.Thickness	Fingernail.Growth.Rate
Macaca_radiata	OWM_Cercopithecidae_Macaca_radiata	1.01	8.533853632	4.315753276	Trichromatic	Multimale	0.48	Absent	Overlap	High	Polygynandrous	162	365	0.69	No	5.14	6.6	3.69	D	Frugivore	BOTH	3	1	Forest/Savanna/Shrubland	74.87	69.38	6312.5	3855.7	1.637	30	8	9.7	1.21	365	161	332.25	360	14.59	937.4	26.5	844.9	1589.6	0.88	1.75	1.6533	NA	NA	NA	NA	NA	NA	NA	NA	Polygynandry	Polygynandry	Sexbiased	Yes	3856	70.5	398	1.01	468	168	365	4	30	0.197	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macaca_siberu	OWM_Cercopithecidae_Macaca_siberu	NA	NA	NA	Trichromatic	Multimale	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.165	7.5	5.25	D	Frugivore	AR	4	1	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macaca_silenus	OWM_Cercopithecidae_Macaca_silenus	1.01	8.9226583	4.442651256	Trichromatic	Unimale	NA	Absent	Overlap	High	Polygynandrous	180	365	0.67	No	7.5	8.9	6.1	D	Frugivore	AR	4	1	Forest	85	80	8900	6100	1.459	19.6	3.1	7.1	2.29	510.39	176	362.93	480	13.19	880.7	25.3	953	1571.9	0.88	1.63	1.5399	NA	NA	NA	2.437	NA	NA	NA	4.7	Polygynandry	Polygynandry	Sexbiased	Yes	6100	78	476	1	504	172	365	4.92	40	0.17	Polygynous	Yes	NA	1.8	19	8900	6100	1.459	24.66	10.12	2.437	8900	42	5900	7900	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macaca_sinica	OWM_Cercopithecidae_Macaca_sinica	1.01	8.398409655	4.244200318	Trichromatic	Multimale	NA	Absent	Overlap	High	Polygynandrous	168	NA	NA	No	4.48	5.66	3.3	D	Frugivore	AR	4	1	Forest	69.7	66	5680	3200	1.775	24.5	2.7	6.2	2.3	547.5	152	396	420	7.87	1416.7	25.8	1536.7	1630.1	0.4	NA	NA	97	23	2	1.977	46	10	34	NA	Polygynandry	Polygynandry	Sexbiased	Yes	NA	NA	NA	NA	547	152	396	NA	29.3	NA	Multimale	No	NA	5	22.7	5680	3200	1.775	19.69	9.96	1.977	5680	NA	NA	5680	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macaca_sylvanus	OWM_Cercopithecidae_Macaca_sylvanus	1.02	9.399140895	4.534747722	Trichromatic	Multimale	0.33	Absent	Overlap	High	Polygynandrous	165	210	0.56	No	13.5	16	11	D	Omnivore	BOTH	4	1	Forest/Shrubland/Rocky.areas	93.2	97.93	14530.3	9625	1.510	18.2	4.7	7	1.49	431.71	164	210.25	264	34.21	459.3	14.8	453.1	1163.5	2.63	1.664	0.9093	2.6	10.9	8.05	2.02	33.1	21.37	30.73	10.77	Polygynandry	Polygynandry	Sexbiased	Yes	9625	92.9	450	1	669	165	213	4.75	29.1	0.144	Multimale	No	1.9	9	33.1	16000	11000	1.455	22.81	11.29	2.02	16000	NA	NA	16000	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	19.7	NA	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macaca_thibetana	OWM_Cercopithecidae_Macaca_thibetana	1.01	NA	NA	Trichromatic	Multimale	NA	Absent	Overlap	High	Polygynandrous	170	561	0.77	No	15.55	18.3	12.8	D	Frugivore	T	2	1	Forest	NA	NA	15200	9500	1.600	38.3	4.5	11	2.44	730	170	451.79	NA	28.38	1198	13	961.2	1031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polygynandry	Sexbiased	Yes	NA	NA	NA	NA	730	170	571	NA	27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23.5	57	961	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Macaca_tonkeana	OWM_Cercopithecidae_Macaca_tonkeana	NA	9.00393102	4.540098189	Trichromatic	Multimale	NA	Absent	Overlap	Low	Polygynandrous	176	NA	NA	No	11.95	14.9	9	D	Frugivore	BOTH	3	1	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Polygynandry	Sexbiased	Yes	NA	NA	NA	NA	NA	173	NA	NA	28.4	NA	Multimale	No	NA	NA	10	14900	9000	1.656	24.66	12.72	1.939	14900	NA	NA	14900	0	0	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mandrillus_leucophaeus	OWM_Cercopithecidae_Mandrillus_leucophaeus	1.01	9.61580548	4.997212274	Trichromatic	Unimale/Multimale	0.18	Absent	Overlap	High	Polygynandrous	173	NA	NA	No	20.375	20.75	9.25	D	Omnivore	BOTH	4	NA	Forest/Savanna/Rocky.areas	148	136	17500	12500	1.400	NA	NA	NA	NA	513.43	179	486.66	400.8	5.21	2032.9	24.3	1219.9	1533.7	NA	NA	NA	NA	NA	NA	4.1	NA	NA	NA	NA	Polygynandry	Polygynandry	Sexbiased	Yes	12500	126.3	722	1	547	181	471	5	39	0.161	Multimale	No	NA	NA	58	17500	12500	1.4	47.97	11.7	4.1	17500	27.3	28500	21167	2	1	1	0	0	1	0	0	1	1	7	7	24.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mandrillus_sphinx	OWM_Cercopithecidae_Mandrillus_sphinx	1.02	10.06900199	5.036173078	Trichromatic	Unimale/Multimale	0.3	Absent	Overlap	High	Polygynandrous	175	348	0.67	No	23.6	34.4	12.8	D	Omnivore	T	3	NA	Forest	153.88	146.63	34400	12800	2.688	NA	NA	NA	NA	521.64	173	348.01	555.96	-0.76	1611.8	24.4	1259	1505.1	26.34	3	0.518	NA	NA	NA	5.263	NA	NA	NA	NA	Polygynandry	Polygynandry	Sexbiased	Yes	12800	136	898	1.07	526	175	307	5.04	40	0.171	Multimale	No	NA	NA	481.8	31600	12900	2.45	49.58	9.42	5.263	31600	58.86	26900	30033	1	1	1	0	0	2	0	1	1	1	8	8	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	23000	20667.9	167.83	75.77	180.97	49.87	330.52	436.7	121.34	315.36	12.24	1086.07	2332.1	2.8	23.1	NA	4	127610	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	99260	71330	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mico_acariensis	PLA_Callitrichidae_Mico_acariensis	NA	NA	NA	Polymorphic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42	NA	0.42	D	Omnivore	AR	1	NA	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mico_argentatus	PLA_Callitrichidae_Mico_argentatus	1.84	NA	NA	Polymorphic	Multimale	NA	Present	Overlap	Low	Polygynous/Monogamous	NA	NA	NA	NA	0.35	0.33	0.36	D	Omnivore	AR	1	1	Forest/Savanna	7.95	8.36	330	360	0.917	NA	NA	NA	NA	219.6	144	NA	201.6	-3.09	1718.5	25.4	1412.8	1614.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Monogamy	Pair	Bisexual	No	345	8	32	1.91	213	144	120	1.67	16.5	0.704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	71.8	70.8	1413	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mico_chrysoleucos	PLA_Callitrichidae_Mico_chrysoleucos	NA	NA	NA	Polymorphic	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.295	0.28	0.31	D	Omnivore	AR	1	NA	Forest	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
